name,place,lastEventDate,lastMatchDate,firstMatchDate,topRating,lastRating,matches,fate,fateType,fateTeams
"Mei Elkoar","Warga","1929-08-12","1929-08-11","1929-06-09",1341.4435599941348,1280.2689552631398,4,"Gestopt",end,""
"VVC","Goes","1929-07-22","1929-07-21","1928-04-08",1529.7986816089372,1390.8543266202412,20,"Gestopt",end,""
"KDO (W)","Wirdum","1929-05-13","1929-05-12","1929-05-12",1061.960105710057,1061.960105710057,1,"Gestopt",end,""
"Achilles (Am)","Amsterdam","1929-04-30","1929-04-29","1924-01-27",1438.1063502827217,1294.213499050008,30,"Gestopt",end,""
"NHM (A)","Amsterdam","1929-04-30","1929-04-29","1921-10-02",1279.8267983648275,1277.7608635920012,28,"Gestopt",end,""
"DVG","Amsterdam","1929-04-29","1929-04-28","1925-11-22",1719.5141869231788,1300.1709754435697,10,"Gestopt",end,""
"Paars Wit","Gorinchem","1929-04-29","1929-04-28","1926-01-10",1401.8739198630983,1232.1622868541535,23,"Gestopt",end,""
"SDO (L)","Leiden","1929-04-08","1929-04-07","1922-04-02",1561.799181833793,1370.6912610224108,37,"Gestopt",end,""
"SDL","Deventer","1929-03-21","1929-03-20","1926-09-26",1021.7591879975769,760.421688121087,14,"Gestopt",end,""
"Graaf Willem 2","Den Haag","1929-03-18","1929-03-17","1921-11-27",1689.525953858085,1550.890759390982,27,"Gestopt",end,""
"Princes Juliana","Terborg","1928-12-10","1928-12-09","1928-10-14",1092.9370986047977,1038.5719373513878,3,"Gestopt",end,""
"NIVO","Deventer","1928-11-19","1928-11-18","1922-10-29",1488.613820487877,1166.9480933320276,32,"Gestopt",end,""
"EGC","Gorssel","1928-11-12","1928-11-11","1928-10-14",1032.0817764348521,982.1065085709613,2,"Gestopt",end,""
"KVR","Den Haag","1928-09-23","1928-03-04","1920-11-07",1806.0174624389133,1787.071383603523,45,"Hernoemd naar Ready (H)",rename,"Ready (H)"
"TOP (Vl)","Vlissingen","1928-09-17","1928-09-16","1927-07-17",1625.5889960965558,1456.940302611749,9,"Gestopt",end,""
"Quick (A)","Amsterdam","1928-09-09","1928-06-10","1922-10-29",1782.81412364503,1743.9358651185635,42,"Hernoemd naar Kwiek",rename,"Kwiek"
"Kinea (A)","Assen","1928-09-03","1928-09-02","1920-06-20",1605.0736517473842,1367.391274574878,74,"Gestopt",end,""
"ODI (W)","Westerbork","1928-08-27","1928-08-26","1928-08-26",1153.1137231535554,1153.1137231535554,1,"Gestopt",end,""
"VIOS (Gi)","Giethoorn","1928-06-25","1928-06-24","1928-06-24",1212.0183399573834,1212.0183399573834,1,"Gestopt",end,""
"Olympia (K)","Kapelle","1928-06-18","1928-06-17","1927-05-22",1423.2686432312678,1406.8880976548255,3,"Gestopt",end,""
"WKC (We)","Wemeldingen","1928-06-18","1928-06-17","1920-10-10",1363.0734356645428,1264.5002521223437,15,"Gestopt",end,""
"HERO","Rotterdam","1928-06-14","1928-06-13","1925-01-04",1525.1384073765994,1365.283977124481,20,"Gestopt",end,""
"Geel Zwart","Oranjewoud","1928-06-11","1928-06-10","1927-04-24",1394.7827529775514,1359.775153849,8,"Gestopt",end,""
"NHM (R)","Rotterdam","1928-06-04","1928-06-03","1921-09-18",1670.2734776120587,1511.0082669174194,18,"Gestopt",end,""
"Ona (R)","Rotterdam","1928-06-04","1928-06-03","1928-04-29",1086.903731055774,1086.8078644026914,3,"Gestopt",end,""
"Ulyssus","Haarlem","1928-06-04","1928-06-03","1927-03-13",1285.3044593462084,1215.9085620994883,7,"Gestopt",end,""
"Kweekschool","Rotterdam","1928-05-31","1928-05-30","1927-09-25",1381.80088956837,1381.788398365157,7,"Gestopt",end,""
"Sparta (B)","Brummen","1928-05-21","1928-05-20","1926-09-26",900.0,824.959247793658,6,"Gestopt",end,""
"VIOS (Bo)","Boxmeer","1928-05-07","1928-05-06","1923-11-25",1259.6434173695068,1228.537524194355,14,"Gestopt",end,""
"OKC","Olst","1928-04-16","1928-04-15","1924-11-16",1151.117391430825,850.6787808820559,22,"Gestopt",end,""
"Voltas","Goes","1928-04-08","1927-08-07","1926-07-25",1615.0155283290894,1500.592434594435,19,"Hernoemd naar VVC",rename,"VVC"
"Nausikaa","Amsterdam","1928-03-19","1928-03-18","1905-10-22",2129.298983339019,1515.201669377389,112,"Gestopt",end,""
"Spodato","Utrecht","1928-03-19","1928-03-18","1927-10-02",1336.4095565641023,1310.0132414835375,6,"Gestopt",end,""
"Stormvogels","Driebergen","1928-03-19","1928-03-18","1926-12-12",1114.9852137242476,1050.5306083066066,11,"Gestopt",end,""
"EMM","Elst","1928-03-05","1928-03-04","1928-01-15",945.2375424386169,836.6432808200162,4,"Gestopt",end,""
"Meeuwen","Amsterdam","1928-03-05","1928-03-04","1928-03-04",1471.378816154468,1471.2513741341243,1,"Gestopt",end,""
"Zwanenberg²","Oss","1928-02-27","1928-02-26","1927-10-02",1140.2231833982926,1140.0946031160527,4,"Gestopt",end,""
"Fraternitas","De Bilt","1928-02-13","1928-02-12","1927-01-30",1345.300313269813,1340.7147827806255,11,"Gestopt",end,""
"Wilhelmina²","Deventer","1928-01-30","1928-01-29","1923-11-25",1379.3870349394265,1179.1539433056305,27,"Gestopt",end,""
"SMN","Amsterdam","1928-01-16","1928-01-15","1927-12-04",900.0,843.8064353261717,2,"Gestopt",end,""
"Zwaluw²","Doorn","1927-11-28","1927-11-27","1925-10-25",1480.8031934220294,1208.9408590646274,13,"Gestopt",end,""
"SSS (T)","Terborg","1927-11-21","1927-11-20","1926-12-05",913.8899370010611,880.4861446987043,8,"Gestopt",end,""
"SSS (Z)","Zuidlaren","1927-10-31","1927-10-30","1913-10-12",1834.1606372036765,1748.3122656405706,61,"Gestopt",end,""
"KKC","Kruiningen","1927-10-03","1927-10-02","1926-06-06",1278.6651050276635,1218.1894132550394,7,"Gestopt",end,""
"Korf","Deventer","1927-09-25","1927-08-21","1925-10-04",1745.466529667227,1745.466529667227,16,"Gefuseerd met Unitas (D) tot Hellas",fuse_new,"Unitas (D)|Hellas"
"Unitas (D)","Deventer","1927-09-25","1926-12-19","1921-10-23",1552.475833293499,1509.798783860483,27,"Gefuseerd met Korf tot Hellas",fuse_new,"Korf|Hellas"
"ASV","Amsterdam","1927-09-18","1927-05-15","1920-09-19",1652.0029965824392,1455.2957435349747,36,"Hernoemd naar ASVA",rename,"ASVA"
"TDW","Amsterdam","1927-09-18","1927-05-15","1924-11-02",1831.8063269184208,1563.5888453215534,16,"Hernoemd naar Volharding (A)",rename,"Volharding (A)"
"HKC (Hrd)","Hardegarijp","1927-09-05","1927-09-04","1922-04-30",1657.9756071396864,1365.389053671977,31,"Gestopt",end,""
"DOS (L)","Lemmer","1927-08-01","1927-07-31","1923-06-24",1555.5273636733366,1361.8617194278145,12,"Gestopt",end,""
"Wit Zwart (L)","Langezwaag","1927-05-30","1927-05-29","1926-08-01",1233.2688835773808,1221.9406864700693,3,"Gestopt",end,""
"Dordrecht","Dordrecht","1927-05-16","1927-05-15","1923-11-18",1976.4989074762013,1596.1722016883955,38,"Gestopt",end,""
"Jonge Spartaan","Oranjewoud","1927-04-24","1923-09-09","1922-05-07",1301.6937792054284,1288.6820598391075,4,"Hernoemd naar Geel Zwart",rename,"Geel Zwart"
"Smos","Maarn","1927-04-11","1927-04-10","1927-02-06",950.1598916180094,893.9965681376946,6,"Gestopt",end,""
"Velocitas","Hoorn","1927-03-07","1927-03-06","1915-10-03",1642.103042800892,1330.385042461446,73,"Gestopt",end,""
"Phoenix","Rotterdam","1927-02-28","1927-02-27","1925-01-18",1346.2764179231478,1346.2501885684048,6,"Gestopt",end,""
"Swallows","Amsterdam","1927-02-14","1927-02-13","1924-09-28",1677.160668053026,1449.2927175342497,9,"Gestopt",end,""
"Rohda (R)","Rotterdam","1927-02-07","1927-02-06","1927-02-06",1001.0244922274987,999.1050998356588,1,"Gestopt",end,""
"SVN","Amsterdam","1927-01-10","1927-01-09","1926-04-25",1439.6879036990736,1439.6238387792516,5,"Gestopt",end,""
"VIOS (Bu)","Bussum","1926-12-20","1926-12-19","1924-09-21",1979.30416895137,1596.8595416029962,20,"Gestopt",end,""
"Korfeam","Amsterdam","1926-12-13","1926-12-12","1926-10-17",1533.413833883439,1533.413833883439,3,"Gestopt",end,""
"Zwaluwen (R)","Rotterdam","1926-12-12","1926-09-19","1925-01-25",1842.8605497926146,1803.4079682200293,5,"Hernoemd naar Ons Zwaluwennest",rename,"Ons Zwaluwennest"
"Zuiderkwartier²","Amsterdam","1926-12-05","1926-04-25","1926-01-31",1491.3699753160931,1490.4005479928924,2,"Hernoemd naar Avanti²",rename,"Avanti²"
"Ready (A)","Amsterdam","1926-10-31","1926-04-11","1917-10-21",1876.425541437628,1713.928643301607,112,"Gefuseerd met Tekca tot ReadyTekca",fuse_new,"Tekca|ReadyTekca"
"Tekca","Amsterdam","1926-10-31","1926-01-03","1919-11-02",1855.9521371693318,1627.1743905341966,85,"Gefuseerd met Ready (A) tot ReadyTekca",fuse_new,"Ready (A)|ReadyTekca"
"GIOS","Meppel","1926-10-25","1926-10-24","1921-04-17",1714.0244943504022,1476.2467173156604,13,"Gestopt",end,""
"SSS (A)","Amsterdam","1926-09-19","1926-03-14","1922-10-01",1623.3449224590217,1594.0978003336652,20,"Hernoemd naar Sport",rename,"Sport"
"WIK (O)","Oudehaske","1926-09-06","1926-09-05","1923-09-09",1432.0826949729317,1349.2882693713673,10,"Gestopt",end,""
"UDI (O)","Oosterwolde","1926-08-16","1926-08-15","1922-04-30",1588.535562123238,1533.1558911936186,23,"Gestopt",end,""
"Ready (R)","Rilland","1926-07-19","1926-07-18","1924-09-14",1298.201473256074,1280.7548948204123,2,"Gestopt",end,""
"KW","Ureterp","1926-06-14","1926-06-13","1921-07-17",1686.9546755494248,1469.0489918825147,21,"Gestopt",end,""
"Nieuwe Kracht","Wolvega","1926-06-07","1926-06-06","1925-06-14",984.7207604706358,904.1446664060651,4,"Gestopt",end,""
"DVO (H)","Den Haag","1926-05-10","1926-05-09","1921-12-11",1538.5925547034237,1200.3487213114447,22,"Gestopt",end,""
"DIO (O)","Oldenzaal","1926-05-03","1926-05-02","1922-11-05",1534.2446281504645,1533.9249643932724,8,"Gestopt",end,""
"Bakkeveen","Bakkeveen","1926-04-26","1926-04-25","1926-04-25",1105.8590848163794,1097.254792062699,1,"Gestopt",end,""
"Fazanten","Bakkum","1926-03-29","1926-03-28","1924-09-21",1551.8519503489877,1360.913390479785,12,"Gestopt",end,""
"Thor (Zu)","Zutphen","1926-03-22","1926-03-21","1919-06-09",1620.9229037694688,1343.0982980123338,35,"Gestopt",end,""
"DOTO","Ruurlo","1926-03-08","1926-03-07","1924-12-07",1185.0,1119.3876023759183,12,"Gestopt",end,""
"Amstel","Amsterdam","1926-03-01","1926-02-28","1920-10-03",1597.9822487529648,1434.6379720302127,33,"Gestopt",end,""
"Rozenkwartier","Amsterdam","1926-02-01","1926-01-31","1925-11-22",1831.615505930855,1831.615505930855,2,"Gestopt",end,""
"DIO","Baarn","1926-01-11","1926-01-10","1924-10-05",1349.1630225673475,1241.584091458618,8,"Gestopt",end,""
"GHBSC","Gorinchem","1926-01-10","1925-10-25","1922-10-08",1418.6591365705349,1398.0774072714576,13,"Hernoemd naar Paars Wit",rename,"Paars Wit"
"RAP","Utrecht","1926-01-04","1926-01-03","1924-10-12",1727.5303844397997,1591.2075540847597,7,"Gestopt",end,""
"Keppel","Laag Keppel","1925-11-23","1925-11-22","1923-12-16",1092.7554779235395,1003.4213429692021,11,"Gestopt",end,""
"Ready (W)","Wageningen","1925-11-02","1925-11-01","1925-02-01",1318.4692099261918,1292.0319959552469,3,"Gestopt",end,""
"Robur","Groningen","1925-10-26","1925-10-25","1925-10-25",900.7511778192084,889.2575100060681,1,"Gestopt",end,""
"Excelsior (A)","Amsterdam","1925-10-25","1925-01-25","1921-10-02",1746.350334969063,1425.3809519044412,31,"Hernoemd naar Excelsa",rename,"Excelsa"
"Foarut","Beetgumermolen","1925-10-12","1925-10-11","1922-04-30",1481.0680734284722,1481.0680734284722,21,"Gestopt",end,""
"Kattenburg","Kattenburg","1925-10-11","1923-09-09","1918-11-03",1646.1765686424615,1590.1479050555859,10,"Hernoemd naar SVK",rename,"SVK"
"Groen Wit","Doetinchem²","1925-10-05","1925-10-04","1924-09-21",1412.9471883662288,1322.8141902371533,9,"Gestopt",end,""
"MAAS²","Maassluis","1925-10-05","1925-10-04","1924-10-26",1484.832251414855,1440.7309271399631,3,"Gestopt",end,""
"OKC (Ol)","Oldeberkoop","1925-10-05","1925-10-04","1921-06-05",1517.5259565370166,1350.4357906111588,21,"Gestopt",end,""
"HBS (De)","Deventer","1925-10-04","1925-01-25","1922-10-22",1474.7517750340296,1462.3922589981719,21,"Hernoemd naar Korf",rename,"Korf"
"KDC","Amsterdam","1925-10-04","1925-01-25","1920-10-31",1612.5793040925882,1519.5085103241202,31,"Hernoemd naar Oranje Nassau",rename,"Oranje Nassau"
"SCS²","Schiedam","1925-10-04","1925-01-18","1923-04-22",1531.8794274992213,1519.5199114633635,3,"Hernoemd naar Schiedam",rename,"Schiedam"
"Nieuwendam","Amsterdam","1925-09-28","1925-09-27","1925-09-27",927.6840096511315,927.6840096511315,1,"Gestopt",end,""
"EBKC","Bussum","1925-09-27","1925-04-19","1924-10-19",1718.9585388494645,1706.5115187034903,7,"Hernoemd naar Olympia (B)",rename,"Olympia (B)"
"Concordia","Sneek","1925-09-20","1924-07-06","1921-05-22",1468.959527294061,1309.8703916894306,18,"Gestopt",end,""
"SCH","Amsterdam","1925-09-20","1925-01-25","1921-10-30",1535.4963449769832,1513.5422648031113,23,"Hernoemd naar Concordia²",rename,"Concordia²"
"DSK","Amsterdam","1925-09-20","1925-01-25","1921-10-09",1672.0327944155192,1642.8140698698708,32,"Hernoemd naar Deska",rename,"Deska"
"Blauw Wit (G)","Grijpskerk","1925-08-31","1925-08-30","1925-08-30",1238.8191820579457,1098.5666048252742,1,"Gestopt",end,""
"GKC (Gr)","Grijpskerk","1925-08-30","1923-10-07","1922-03-19",1314.2812865889618,1238.8191820579457,7,"Hernoemd naar Blauw Wit (G)",rename,"Blauw Wit (G)"
"OKK (Z)","Zevenhuizen Gr","1925-08-06","1923-09-09","1921-04-10",1253.4835300231719,1214.606502870964,8,"Hernoemd naar Sparta (Ze)",rename,"Sparta (Ze)"
"BLEI","Geertruidenberg","1925-07-06","1925-07-05","1925-05-17",1544.6464751645613,1528.855337238948,4,"Gestopt",end,""
"Blauw Wit (Z)","Zutphen","1925-07-06","1925-07-05","1921-10-23",1558.903547584961,1458.7900390279792,25,"Gestopt",end,""
"DDB","Hoornsterzwaag","1925-07-06","1925-07-05","1923-04-08",1377.861063766593,1323.6266797554204,12,"Gestopt",end,""
"Fluks (Z)","Zevenbergen","1925-07-06","1925-07-05","1921-04-03",1590.2731015247787,1589.7414232665108,7,"Gestopt",end,""
"Gelre","Dieren","1925-07-06","1925-07-05","1924-10-12",1447.494512671577,1418.9533525174015,9,"Gestopt",end,""
"HBS (DB)","Den Bosch","1925-07-06","1925-07-05","1922-10-08",1640.5609573830538,1533.2185438415677,8,"Gestopt",end,""
"Juliana (S)","Sprang-Capelle","1925-07-06","1925-07-05","1925-05-17",966.2621214563171,958.7372588778305,5,"Gestopt",end,""
"ODI","Den Bosch","1925-07-06","1925-07-05","1925-05-17",1375.5231050019356,1315.9226196482507,6,"Gestopt",end,""
"Zwaluwen (BoZ)","Bergen op Zoom","1925-07-06","1925-07-05","1925-05-17",1419.6366680333103,1419.1049897750424,2,"Gestopt",end,""
"Zwaluwen (LZ)","Lage Zwaluwe","1925-07-06","1925-07-05","1925-05-17",1475.2672519873406,1393.4937017697043,6,"Gestopt",end,""
"Zwanenberg","Zwanenberg","1925-07-06","1925-07-05","1925-05-31",900.0,872.2589907605246,3,"Gestopt",end,""
"TOP (R)","Rhenen","1925-06-22","1925-06-21","1924-10-12",1391.6543414156513,1279.913047898262,6,"Gestopt",end,""
"Oliveo","Wolfheze","1925-06-15","1925-06-14","1923-10-28",1314.1744265030381,1314.1744265030381,10,"Gestopt",end,""
"EKC","Eerbeek","1925-05-18","1925-05-17","1924-11-16",1017.3427679121619,914.6714442080195,6,"Gestopt",end,""
"Helder","Den Helder","1925-05-18","1925-05-17","1923-09-09",1372.8952242134274,1230.427794376244,12,"Gestopt",end,""
"ODIS (M)","Menaldum","1925-05-10","1924-06-15","1922-05-28",1247.11054309357,1229.3243050458636,9,"Opgegaan in Foarut",merge_into,"Foarut"
"Leonidas","Noordwolde","1925-04-27","1925-04-26","1921-06-05",1409.7324366401601,1236.4911991468036,9,"Gestopt",end,""
"Ready (M)","Maastricht","1925-04-20","1925-04-19","1925-04-05",1130.0,1098.761754554302,2,"Gestopt",end,""
"Wit Zwart²","Maastricht","1925-04-20","1925-04-19","1925-03-29",1278.513743184836,1278.3205720361204,2,"Gestopt",end,""
"Teutonia","Maastricht","1925-04-06","1925-04-05","1925-04-05",2004.1118752167067,2003.445703746336,1,"Gestopt",end,""
"DOK","Enschede","1925-03-30","1925-03-29","1921-10-23",1240.494078751004,1228.5462928344723,18,"Gestopt",end,""
"Juliana²","Maastricht","1925-03-30","1925-03-29","1925-03-22",1244.1745027279824,1236.641815323263,2,"Gestopt",end,""
"Advendo (He)","Heerlen","1925-03-23","1925-03-22","1925-03-22",1200.0,1159.2208427391677,1,"Gestopt",end,""
"Hollandia","Den Haag","1925-03-23","1925-03-22","1922-10-15",1736.3244516456543,1571.3843665784927,12,"Gestopt",end,""
"Oranje","Den Haag","1925-03-23","1925-03-22","1922-03-26",1596.5303176622867,1467.224397270718,13,"Gestopt",end,""
"TOG (V)","Vlaardingen","1925-03-23","1925-03-22","1925-03-22",1640.454723362904,1640.454723362904,1,"Gestopt",end,""
"Sloten","Amsterdam","1925-02-23","1925-02-22","1922-10-22",1581.5,1489.687919880327,6,"Gestopt",end,""
"Rapid (W)","Wageningen²","1925-02-09","1925-02-08","1923-01-14",1799.794372292521,1483.3316119399185,22,"Gestopt",end,""
"Quick (Arn)","Arnhem","1925-02-02","1925-02-01","1911-10-15",1724.644301818908,1606.4932632708944,129,"Gestopt",end,""
"Quick (U)","Utrecht","1925-01-19","1925-01-18","1924-10-05",1764.4947084064072,1764.4947084064072,5,"Gestopt",end,""
"Animo","Amsterdam","1925-01-12","1925-01-11","1915-04-18",1686.6390357936461,1196.1240409153625,55,"Gestopt",end,""
"VZOD (L)","Lochem","1925-01-12","1925-01-11","1923-09-30",948.5258092154254,906.6574580852949,7,"Gestopt",end,""
"AKV","Apeldoorn","1924-12-22","1924-12-21","1915-05-24",1596.5069395483451,1399.0460037525256,14,"Gestopt",end,""
"Vitesse (A)","Amsterdam","1924-11-24","1924-11-23","1920-10-31",1753.1942933013672,1752.8221147854176,18,"Gestopt",end,""
"ODO","Ellecom","1924-11-17","1924-11-16","1924-10-12",911.5966830797997,892.6776093270826,2,"Gestopt",end,""
"Zuiderkwartier","Amsterdam","1924-10-26","1924-10-12","1924-10-05",1680.253512778289,1638.251687942009,2,"Hernoemd naar Sportief",rename,"Sportief"
"VEMO","Hallum","1924-10-13","1924-10-12","1922-05-14",1195.309841959436,1184.4755600501694,11,"Gestopt",end,""
"TOGO (H)","Den Haag","1924-10-12","1924-04-13","1917-10-21",1404.2298029863841,1333.9004240924714,20,"Hernoemd naar Duno",rename,"Duno"
"UDI (W)","Westerwolde","1924-10-06","1924-10-05","1924-04-27",1579.5105482251129,1578.489591137122,5,"Gestopt",end,""
"Velox (A)","Amsterdam","1924-10-05","1924-03-30","1922-09-24",1533.5921934346577,1528.1559637969215,13,"Hernoemd naar Velocitas (A)",rename,"Velocitas (A)"
"Zuiden","Amsterdam","1924-10-05","1924-06-15","1919-09-14",1747.1142182820392,1680.253512778289,35,"Hernoemd naar Zuiderkwartier",rename,"Zuiderkwartier"
"KDO","Amsterdam","1924-10-04","1924-03-09","1922-10-01",1582.7043040383821,1574.2285522353584,7,"Opgegaan in KDC",merge_into,"KDC"
"DES²","Amsterdam","1924-09-28","1924-04-27","1922-09-24",1768.4502220808565,1763.118148211508,17,"Hernoemd naar Eendracht",rename,"Eendracht"
"Zwaluwen (A)","Amsterdam","1924-09-28","1924-04-13","1922-10-15",1843.4132217972347,1677.160668053026,14,"Hernoemd naar Swallows",rename,"Swallows"
"DKC (Do)","Doetinchem²","1924-09-21","1923-12-16","1923-10-28",1411.0946060033775,1390.79794609581,3,"Hernoemd naar Groen Wit",rename,"Groen Wit"
"Blauw Geel","Bergum","1924-06-30","1924-06-29","1923-04-22",1405.8018661698663,1264.2131693794993,9,"Gestopt",end,""
"Inter Nos (SJ)","Sint Jacobiparochie","1924-06-23","1924-06-22","1922-04-30",1241.7943073195706,1084.289380925092,11,"Gestopt",end,""
"Lyts Begjin","Jubbega","1924-06-23","1924-06-22","1922-07-16",1629.835800129057,1527.2704710140533,9,"Gestopt",end,""
"DOVA","Almelo","1924-06-16","1924-06-15","1918-11-17",1558.1354557295394,1514.660796330387,28,"Gestopt",end,""
"MEVO","Goes","1924-06-16","1924-06-15","1920-10-10",1468.3677020141286,1300.8497326665565,41,"Gestopt",end,""
"Excelsior (V)","Vlissingen","1924-06-02","1924-06-01","1921-06-19",1447.6080639400548,1292.3976021814149,6,"Gestopt",end,""
"GKC (Go)","Goes","1924-06-02","1924-06-01","1924-06-01",1166.7702564320614,1145.0061787789837,2,"Gestopt",end,""
"Gorkum","Gorinchem","1924-06-02","1924-06-01","1921-11-13",1553.7521100334754,1439.6756312874688,18,"Gestopt",end,""
"Vierde Vijf","Amsterdam","1924-05-19","1924-05-18","1923-03-04",1799.5746766758393,1607.6399731148174,9,"Gestopt",end,""
"VIJW","Poortugaal","1924-05-05","1924-05-04","1919-09-14",1729.422070245145,1465.7298505567996,15,"Gestopt",end,""
"HSC (Hi)","Hilversum","1924-04-14","1924-04-13","1921-09-25",1476.4920272710278,1338.8583406219898,16,"Gestopt",end,""
"KDO (Ap)","Apeldoorn","1924-04-07","1924-04-06","1923-09-30",1388.4587612199202,1253.6130970150227,10,"Gestopt",end,""
"Voorwaarts (L)","Leerdam","1924-04-07","1924-04-06","1922-09-17",1215.360643575518,1181.9474239214528,10,"Gestopt",end,""
"Kraaien","Hillegom","1924-03-24","1924-03-23","1923-09-09",916.5077360065691,886.5646202525583,4,"Gestopt",end,""
"Macbi","Haarlem","1924-02-18","1924-02-17","1920-05-30",1447.268722528021,1336.636055331306,13,"Gestopt",end,""
"Vooruitgang","Deventer","1924-02-18","1924-02-17","1923-11-25",1066.3626814485094,1007.78618296678,3,"Gestopt",end,""
"Zwaluw","Lobith","1924-02-18","1924-02-17","1923-11-25",1866.4322522752936,1858.3088969755224,2,"Gestopt",end,""
"Donar","Amsterdam","1924-02-04","1924-02-03","1923-11-25",900.492488454898,874.7487538020729,2,"Gestopt",end,""
"NOAD","Arnhem","1923-12-17","1923-12-16","1923-10-28",914.75,900.5321974091336,2,"Gestopt",end,""
"SIL","Den Haag","1923-12-17","1923-12-16","1923-12-16",994.3305141778158,994.1373403478615,1,"Gestopt",end,""
"WASV","Arnhem","1923-12-17","1923-12-16","1923-10-28",1229.6706184037423,1223.5573103827371,2,"Gestopt",end,""
"Noorden","Amsterdam","1923-12-10","1923-12-09","1919-11-02",1670.4567865174665,1298.9512441117238,11,"Gestopt",end,""
"Laren","Laren Gld","1923-11-26","1923-11-25","1923-09-30",958.2403552818777,950.9646654270927,3,"Gestopt",end,""
"Nieuwe Turnkring","Apeldoorn","1923-11-26","1923-11-25","1923-09-30",1254.4676893071,1204.2241973108296,5,"Gestopt",end,""
"Go Ahead","Amsterdam?","1923-11-19","1923-11-18","1923-09-30",1020.9472919941197,1011.433595938513,3,"Gestopt",end,""
"TOP (V)²","Vroomshoop²","1923-11-19","1923-11-18","1922-10-28",1178.5168552330917,1167.917973642282,5,"Gestopt",end,""
"HVC","Dordrecht","1923-11-18","1923-11-04","1923-09-16",1956.1016580568685,1955.7550601064422,4,"Hernoemd naar Dordrecht",rename,"Dordrecht"
"Nieuwendammerham","Amsterdam","1923-11-04","1923-09-16","1922-09-24",1715.3678063116126,1713.6383203798207,6,"Hernoemd naar KCN",rename,"KCN"
"Gorssel","Gorssel","1923-10-29","1923-10-28","1922-10-22",1136.9907196706456,1112.5951512786226,7,"Gestopt",end,""
"VKC (A)","Amsterdam","1923-10-22","1923-10-21","1921-10-09",1371.1419045961004,1256.3301534646369,12,"Gestopt",end,""
"TOP (B)","Berlikum","1923-10-08","1923-10-07","1922-05-28",1006.031610840239,998.3700061140826,6,"Gestopt",end,""
"Wit Zwart","Meeden","1923-10-08","1923-10-07","1921-03-20",1615.4597935984293,1410.4291040340806,23,"Gestopt",end,""
"SDO (A)","Amsterdam","1923-09-17","1923-09-16","1920-09-19",1627.6387542695163,1579.1229209600542,27,"Gestopt",end,""
"HBS (D)","Dordrecht","1923-09-16","1923-04-29","1921-09-18",1691.6153849002137,1608.095727880013,26,"Gefuseerd met Vlug en Lenig tot HVC",fuse_new,"Vlug en Lenig|HVC"
"Vlug en Lenig","Dordrecht","1923-09-16","1923-05-06","1919-09-21",1970.1759508679168,1857.4793393324012,33,"Gefuseerd met HBS (D) tot HVC",fuse_new,"HBS (D)|HVC"
"SVO","Amsterdam","1923-09-16","1923-09-09","1920-09-19",1864.84446198804,1841.1903961580635,22,"Hernoemd naar Oosterpark",rename,"Oosterpark"
"Bato","Winschoten","1923-09-10","1923-09-09","1921-05-22",1372.974825367793,1322.0471893650335,17,"Gestopt",end,""
"HJWDO","Joure","1923-09-10","1923-09-09","1923-09-09",1173.43009994975,1173.43009994975,3,"Gestopt",end,""
"OKV²","Oudeschans","1923-09-10","1923-09-09","1921-03-27",1507.2750756755206,1507.2750756755206,19,"Gestopt",end,""
"SEV (E)","Echten","1923-09-10","1923-09-09","1923-09-09",941.3122196633797,941.3122196633797,1,"Gestopt",end,""
"Voorwaarts (O)","Oosterzee","1923-09-10","1923-09-09","1923-09-09",971.8265910593341,971.8265910593341,2,"Gestopt",end,""
"Wilhelmina","Enschede","1923-09-09","1923-01-07","1913-05-19",1839.4367480376188,1583.6676903819039,76,"Hernoemd naar Naas²",rename,"Naas²"
"DKC (DZ)","Delfzijl","1923-09-03","1923-09-02","1923-08-12",1407.578822899392,1407.578822899392,3,"Gestopt",end,""
"Quick (M)","Meppel","1923-09-03","1923-09-02","1921-04-24",1448.9944354290972,1380.1270900161721,11,"Gestopt",end,""
"NKC (?)","onbekend","1923-08-27","1923-08-26","1923-08-12",1186.1600021312795,1171.230471306217,2,"Gestopt",end,""
"TOGIDO (D)","Drachten","1923-08-26","1922-10-22","1921-07-17",1672.590290676643,1631.3405027709266,11,"Opgegaan in KW",merge_into,"KW"
"STA","Ter Apel","1923-08-20","1923-08-19","1920-10-24",1267.4127899671043,1097.9114342461407,14,"Gestopt",end,""
"VKC (Vr)","Vriescheloo","1923-08-20","1923-08-19","1921-03-27",1458.1615547505749,1212.2871869917767,21,"Gestopt",end,""
"DES (Z)","Zuidbroek","1923-08-13","1923-08-12","1922-03-26",1209.0471351876959,1182.096536890986,10,"Gestopt",end,""
"Kinea (S)","Siddeburen","1923-08-06","1923-08-05","1922-03-19",1059.3318863554523,1030.300729240163,5,"Gestopt",end,""
"Ons Doel","'s-Heer Arendskerke","1923-07-30","1923-07-29","1922-07-23",1446.258554424524,1394.3173052477218,10,"Gestopt",end,""
"Quick (S)","Stadskanaal","1923-07-23","1923-07-22","1920-07-25",1520.682020966452,1333.204480735739,21,"Gestopt",end,""
"SKC (Sc)","Schalsum","1923-07-02","1923-07-01","1923-04-22",1183.5269422814251,1105.1829763819155,4,"Gestopt",end,""
